Table S7: Differential analysis of somatic copy number and gene expression,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo_Symbol,Ensembl ID,RefSeq ID,Chromomosme,Strand,Start,End,Cytoband,CRPC-Adeno mean expression,CRPC-NE mean expression,VALID,# CRPC-NE neutral,# CRPC-NE deleted,# CRPC-NE amplified,# CRPC-Adeno neutral,# CRPC-Adeno deleted,# CRPC-Adeno amplified,P-val expression,P-val deletion,P-val amplification,FDR expression,FDR deletion,FDR amplification,% CRPC-NE deletion,% CRPC-Adeno deletion,% CRPC-NE amplification,% CRPC-Adeno amplification,Is cancer gene
ARHGEF26,ENSG00000114790.8,NM_001251962.1,3,F,153838791,153975616,q25.2,2.312258233,1.61405549,TRUE,23,1,19,25,0,28,0.025006702,0.916148674,0.52396879,0.078218399,1,1,0.023255814,0,0.441860465,0.528301887,FALSE
ARHGEF35,ENSG00000213214.3,NM_001003702.2,7,R,143883175,143991230,q35,2.121132598,1.502890939,TRUE,23,2,18,21,1,31,0.020901416,0.853769034,0.156888904,0.069079596,1,1,0.046511628,0.018867925,0.418604651,0.58490566,FALSE
ARHGEF37,ENSG00000183111.7,NM_001001669.2,5,F,148931509,149014531,q32,3.176120572,2.160222076,TRUE,25,2,16,24,1,28,0.000872208,0.853769034,0.186315445,0.00790262,1,1,0.046511628,0.018867925,0.372093023,0.528301887,FALSE
ARHGEF4,ENSG00000136002.12,NM_015320.2,2,F,131594488,131804836,q21.1,0.695821056,0.789616935,TRUE,16,13,14,27,15,11,0.598928642,1,0.281656596,0.725293742,1,1,0.302325581,0.283018868,0.325581395,0.20754717,FALSE
ARHGEF40,ENSG00000165801.5,NM_018071.3,14,F,21538428,21558399,q11.2,1.963552519,2.882194514,TRUE,25,1,17,34,1,18,7.22E-05,1,0.725658378,0.001569929,1,1,0.023255814,0.018867925,0.395348837,0.339622642,FALSE
ARHGEF5,ENSG00000050327.10,NM_005435.3,7,F,144052380,144077725,q35,2.268900525,1.725641095,TRUE,24,2,17,20,1,32,0.092948796,0.853769034,0.06782266,0.197051448,1,1,0.046511628,0.018867925,0.395348837,0.603773585,FALSE
ARHGEF9,ENSG00000131089.9,NM_015185.2,23,R,62854846,63005426,q11.2,1.905549855,1.732811213,TRUE,28,0,15,28,1,24,0.613957575,1,0.410663498,0.73711325,1,1,0,0.018867925,0.348837209,0.452830189,FALSE
ARL14EPL,ENSG00000268223.2,NM_001195581.1,5,F,115387162,115395815,q23.1,0.020746722,0.031928066,FALSE,27,6,9,27,8,18,0.199142334,1,0.236408022,0.337196866,1,1,0.139534884,0.150943396,0.209302326,0.339622642,FALSE
ARL16,ENSG00000214087.4,NM_001040025.1,17,R,79648203,79650954,q25.3,2.718520276,2.945794479,TRUE,25,1,17,30,0,23,0.360563546,0.916148674,0.862289837,0.510677579,1,1,0.023255814,0,0.395348837,0.433962264,FALSE
ARL4A,ENSG00000122644.8,,7,F,12726480,12730559,p21.3,2.405753034,2.276126449,TRUE,25,2,16,19,1,32,0.92312051,0.853769034,0.04013014,0.954213829,1,1,0.046511628,0.018867925,0.372093023,0.603773585,FALSE
ARL5A,ENSG00000162980.12,NM_001037174.1,2,R,152645497,152685006,q23.3,2.542776536,2.156831119,TRUE,26,5,12,31,7,15,0.015330099,1,1,0.055622768,1,1,0.11627907,0.132075472,0.279069767,0.283018868,FALSE
ARL6IP6,ENSG00000177917.6,NM_152522.5,2,F,153574406,153617767,q23.3,1.852629835,2.499573314,TRUE,27,4,12,31,7,15,0.004784998,0.783165958,1,0.024760446,1,1,0.093023256,0.132075472,0.279069767,0.283018868,FALSE
ARL9,ENSG00000196503.2,NM_206919.1,4,F,57371508,57390614,q12,0.315613104,0.216669319,FALSE,33,4,6,28,6,19,0.70730387,1,0.028016559,0.80794085,1,1,0.093023256,0.113207547,0.139534884,0.358490566,FALSE
ARMC10,ENSG00000170632.9,,7,F,102715327,102740205,q22.1,2.555741299,2.237064106,TRUE,28,1,14,25,0,28,0.03939854,0.916148674,0.074392017,0.10765992,1,1,0.023255814,0,0.325581395,0.528301887,FALSE
ARMC6,ENSG00000105676.9,,19,F,19144383,19170563,p13.11,2.522115008,3.34228493,TRUE,25,0,18,32,1,20,0.000231896,1,0.840619144,0.003355346,1,1,0,0.018867925,0.418604651,0.377358491,FALSE
ARMC9,ENSG00000135931.13,NM_001271466.1,2,F,232063259,232239548,q37.1,1.052891765,1.217061201,TRUE,27,6,10,29,5,19,0.485028902,0.712004857,0.265785708,0.628611465,1,1,0.139534884,0.094339623,0.23255814,0.358490566,FALSE
ARMCX1,ENSG00000126947.7,NM_016608.1,23,F,100805513,100809683,q22.1,1.465176575,1.344190838,TRUE,26,1,16,35,0,18,0.584064939,0.916148674,0.907473812,0.712463366,1,1,0.023255814,0,0.372093023,0.339622642,FALSE
ARMCX2,ENSG00000184867.9,NM_014782.5,23,R,100910266,100914876,q22.1,1.874006321,2.625210173,TRUE,26,1,16,35,0,18,0.026518155,0.916148674,0.907473812,0.081591353,1,1,0.023255814,0,0.372093023,0.339622642,FALSE
ARMCX3,ENSG00000102401.15,NM_016607.3,23,F,100877786,100882833,q22.1,3.767432955,3.473978737,TRUE,26,1,16,35,0,18,0.231429858,0.916148674,0.907473812,0.37555786,1,1,0.023255814,0,0.372093023,0.339622642,FALSE
ARMCX5,ENSG00000125962.10,NM_001168480.1,23,F,101854095,101859087,q22.1,1.667923908,1.482014007,TRUE,26,1,16,35,0,18,0.328959436,0.916148674,0.907473812,0.478818175,1,1,0.023255814,0,0.372093023,0.339622642,FALSE
ARMCX6,ENSG00000198960.6,NM_019007.3,23,R,100870109,100872991,q22.1,3.02578649,2.816488868,TRUE,26,1,16,35,0,18,0.70730387,0.916148674,0.907473812,0.80794085,1,1,0.023255814,0,0.372093023,0.339622642,FALSE
ARMS2,ENSG00000254636.1,NM_001099667.1,10,F,124214168,124216868,q26.13,0.055870797,0.050444597,FALSE,25,9,9,31,9,13,0.257912835,0.818050055,0.862692418,0.404226318,1,1,0.209302326,0.169811321,0.209302326,0.245283019,FALSE
ARNTL2,ENSG00000029153.10,,12,F,27485786,27576241,p11.23,0.716717876,1.503458191,TRUE,30,3,10,35,2,16,0.000138481,0.809907168,0.596666201,0.002399707,1,1,0.069767442,0.037735849,0.23255814,0.301886792,FALSE
ARPC2,ENSG00000163466.11,NM_005731.2,2,F,219081816,219119079,q35,4.147074331,3.638808693,TRUE,29,2,12,29,2,22,0.011083945,1,0.241520153,0.044157081,1,1,0.046511628,0.037735849,0.279069767,0.41509434,FALSE
ARPC5,ENSG00000162704.11,NM_001270439.1,1,R,183592400,183604892,q25.3,3.89734354,3.766283102,TRUE,26,2,15,24,2,27,0.777930636,1,0.170540711,0.859863264,1,1,0.046511628,0.037735849,0.348837209,0.509433962,FALSE
ARPC5L,ENSG00000136950.9,NM_030978.1,9,F,127624408,127640003,q33.3,2.715968411,3.080563605,TRUE,26,2,15,26,3,24,0.143107096,1,0.410663498,0.269548924,1,1,0.046511628,0.056603774,0.348837209,0.452830189,FALSE
ARRB2,ENSG00000141480.13,NM_001257328.1,17,F,4613783,4624794,p13.2,3.178929092,2.878734459,TRUE,27,7,9,31,8,14,0.906106433,1,0.69973255,0.942824407,1,1,0.162790698,0.150943396,0.209302326,0.264150943,FALSE
ARRDC1,ENSG00000197070.9,NM_152285.2,9,F,140500105,140509812,q34.3,3.908452577,3.720291893,TRUE,27,1,15,29,3,21,0.127169018,0.764505562,0.791036745,0.246349512,1,1,0.023255814,0.056603774,0.348837209,0.396226415,FALSE
ARSD,ENSG00000006756.11,,23,R,2822010,2847392,p22.33,2.657971215,1.98610919,TRUE,29,1,13,29,2,22,0.069769961,1,0.353227089,0.16075479,1,1,0.023255814,0.037735849,0.302325581,0.41509434,FALSE
ARSE,ENSG00000157399.10,NM_000047.2,23,R,2852698,2886286,p22.33,0.17796599,0.915810117,TRUE,29,1,13,29,2,22,0.012641396,1,0.353227089,0.04851308,1,1,0.023255814,0.037735849,0.302325581,0.41509434,FALSE
ARSF,ENSG00000062096.10,NM_004042.4,23,F,2959511,3030767,p22.33,0.043362717,0.135971893,FALSE,29,1,13,29,2,22,0.805164569,1,0.353227089,0.876472696,1,1,0.023255814,0.037735849,0.302325581,0.41509434,FALSE
ARSG,ENSG00000141337.8,NM_014960.4,17,F,66255322,66418872,q24.2,1.752586116,1.287698398,TRUE,28,1,14,32,0,21,0.003543345,0.916148674,0.615716921,0.020313114,1,1,0.023255814,0,0.325581395,0.396226415,FALSE
ARSH,ENSG00000205667.2,NM_001011719.1,23,F,2924653,2951612,p22.33,0.118370507,0.084210816,FALSE,29,1,13,29,2,22,0.184263373,1,0.353227089,0.319976198,1,1,0.023255814,0.037735849,0.302325581,0.41509434,FALSE
ARSI,ENSG00000183876.8,NM_001012301.2,5,R,149675905,149718870,q32,0.159618129,0.216154892,FALSE,26,2,15,25,1,27,0.214859428,0.853769034,0.170540711,0.355737064,1,1,0.046511628,0.018867925,0.348837209,0.509433962,FALSE
ARSJ,ENSG00000180801.11,NM_024590.3,4,R,114821439,114900883,q26,1.206264355,1.366178534,TRUE,27,5,11,29,4,20,0.445484701,0.741353368,0.295083201,0.592785329,1,1,0.11627907,0.075471698,0.255813953,0.377358491,FALSE
ARV1,ENSG00000173409.9,NM_022786.1,1,F,231114726,231136341,q42.2,2.498511923,2.613723244,TRUE,24,4,15,23,7,23,0.974338949,0.783165958,0.523292119,0.985631728,1,1,0.093023256,0.132075472,0.348837209,0.433962264,FALSE
ASAP2,ENSG00000151693.5,NM_003887.2,2,F,9346893,9545812,p25.1,2.145762854,2.264350186,TRUE,28,3,12,28,2,23,0.445484701,0.809907168,0.175492058,0.592785329,1,1,0.069767442,0.037735849,0.279069767,0.433962264,FALSE
ASAP3,ENSG00000088280.14,NM_017707.3,1,R,23755055,23811061,p36.12,2.638341596,1.379295409,TRUE,30,6,7,30,8,15,0.000170685,1,0.250310908,0.002742931,1,1,0.139534884,0.150943396,0.162790698,0.283018868,FALSE
ASB10,ENSG00000146926.6,,7,R,150872784,150884919,q36.1,0.014349599,0.012879989,FALSE,26,1,16,18,3,32,0.383748928,0.764505562,0.04013014,0.533430074,1,1,0.023255814,0.056603774,0.372093023,0.603773585,FALSE
ASB12,ENSG00000198881.8,NM_130388.3,23,R,63444075,63450511,q11.2,0.081702925,0.030102473,FALSE,28,0,15,28,1,24,0.156948267,1,0.410663498,0.285602016,1,1,0,0.018867925,0.348837209,0.452830189,FALSE
ASB15,ENSG00000146809.8,NM_080928.3,7,F,123207063,123277951,q31.32,0.026775496,0.759078714,TRUE,30,1,12,23,2,28,0.002808667,1,0.024134554,0.017294661,1,1,0.023255814,0.037735849,0.279069767,0.528301887,FALSE
ASF1A,ENSG00000111875.7,NM_014034.2,6,F,119215383,119230332,q22.31,2.523428048,2.590207373,TRUE,25,5,13,29,7,17,0.383748928,1,1,0.533430074,1,1,0.11627907,0.132075472,0.302325581,0.320754717,FALSE
ASF1B,ENSG00000105011.4,NM_018154.2,19,R,14230320,14247768,p13.12,1.820868262,3.529361065,TRUE,25,1,17,31,3,19,0.000138481,0.764505562,0.873685616,0.002399707,1,1,0.023255814,0.056603774,0.395348837,0.358490566,FALSE
ASGR1,ENSG00000141505.7,NM_001197216.2,17,R,7076749,7082883,p13.1,0.641020617,1.652644359,TRUE,25,11,7,31,12,10,0.023568605,0.924181254,0.95087715,0.075002485,1,1,0.255813953,0.226415094,0.162790698,0.188679245,FALSE
ASGR2,ENSG00000161944.12,NM_080913.3,17,R,7004640,7019019,p13.1,0.614073359,1.427162485,TRUE,25,11,7,31,12,10,0.498611132,0.924181254,0.95087715,0.640715472,1,1,0.255813953,0.226415094,0.162790698,0.188679245,FALSE
ASIC3,ENSG00000213199.3,,7,F,150745378,150749843,q36.1,1.206593529,1.347281224,TRUE,26,1,16,18,3,32,0.723336988,0.764505562,0.04013014,0.819173434,1,1,0.023255814,0.056603774,0.372093023,0.603773585,FALSE
ASIC4,ENSG00000072182.8,NM_182847.2,2,F,220378891,220403494,q35,0.173382372,0.242619981,FALSE,29,3,11,31,3,19,0.838545001,1,0.390939901,0.898923643,1,1,0.069767442,0.056603774,0.255813953,0.358490566,FALSE
ASIC5,ENSG00000256394.2,NM_017419.2,4,R,156750880,156787425,q32.1,0.082546502,0.031978821,FALSE,31,4,8,27,5,21,0.048839558,1,0.044770849,0.125070023,1,1,0.093023256,0.094339623,0.186046512,0.396226415,FALSE
ASL,ENSG00000126522.12,NM_000048.3,7,F,65540784,65558545,q11.21,2.827609563,3.171148857,TRUE,29,1,13,23,0,30,0.191599126,0.916148674,0.017431505,0.328517309,1,1,0.023255814,0,0.302325581,0.566037736,FALSE
ASNA1,ENSG00000198356.7,NM_004317.2,19,F,12847952,12859137,p13.2,3.76507006,4.190479873,TRUE,23,2,18,31,4,18,0.066401703,0.873685616,0.559945753,0.155211943,1,1,0.046511628,0.075471698,0.418604651,0.339622642,FALSE
ASNS,ENSG00000070669.12,NM_183356.3,7,R,97481429,97501854,q21.3,2.976329884,3.95526816,TRUE,28,1,14,22,0,31,0.002595767,0.916148674,0.020000777,0.016457733,1,1,0.023255814,0,0.325581395,0.58490566,FALSE
ASPA,ENSG00000108381.6,NM_000049.2,17,F,3375667,3406713,p13.2,0.33473879,0.344377256,FALSE,30,6,7,28,8,17,0.383748928,1,0.123451935,0.533430074,1,1,0.139534884,0.150943396,0.162790698,0.320754717,FALSE
ASPDH,ENSG00000204653.5,NM_001024656.2,19,R,51014856,51017947,q13.33,0.425983177,1.101012862,TRUE,30,0,13,35,1,17,0.043910492,1,1,0.116136353,1,1,0,0.018867925,0.302325581,0.320754717,FALSE
ASPH,ENSG00000198363.11,NM_001164754.1,8,R,62413115,62627155,q12.3,2.287801723,2.850945889,TRUE,21,2,20,20,1,32,0.014383991,0.853769034,0.250173976,0.053245952,1,1,0.046511628,0.018867925,0.465116279,0.603773585,FALSE
ASPN,ENSG00000106819.7,NM_001193335.1,9,R,95218486,95244788,q22.31,1.728070294,2.098943959,TRUE,24,3,16,30,2,21,0.395668378,0.809907168,0.975469508,0.544863735,1,1,0.069767442,0.037735849,0.372093023,0.396226415,FALSE
ASTE1,ENSG00000034533.7,NM_014065.2,3,R,130732718,130746493,q22.1,1.709693887,1.657430225,TRUE,21,1,21,24,0,29,0.156948267,0.916148674,0.712841535,0.285602016,1,1,0.023255814,0,0.488372093,0.547169811,FALSE
ASUN,ENSG00000064102.10,NM_018164.2,12,R,27058113,27091259,p11.23,2.236332747,2.112238659,TRUE,30,3,10,34,2,17,0.349300153,0.809907168,0.466903857,0.498771783,1,1,0.069767442,0.037735849,0.23255814,0.320754717,FALSE
ASZ1,ENSG00000154438.3,NM_130768.2,7,R,117003275,117068177,q31.2,0.314128059,0.041025059,TRUE,27,1,15,26,0,27,0.046321213,0.916148674,0.170540711,0.120667266,1,1,0.023255814,0,0.348837209,0.509433962,FALSE
ATAT1,ENSG00000137343.13,,6,F,30594618,30614600,p21.33,2.124032484,2.949384574,TRUE,21,0,22,29,1,23,0.004123089,1,0.580492948,0.022324987,1,1,0,0.018867925,0.511627907,0.433962264,FALSE
ATE1,ENSG00000107669.13,NM_001001976.1,10,R,123499938,123688316,q26.13,2.170373578,1.980048247,TRUE,25,9,9,30,10,13,0.046321213,1,0.862692418,0.120667266,1,1,0.209302326,0.188679245,0.209302326,0.245283019,FALSE
ATF3,ENSG00000162772.12,NM_001206486.2,1,F,212738675,212794119,q32.3,2.617363043,2.081981133,TRUE,20,6,17,22,6,25,0.214859428,0.938167174,0.587118917,0.355737064,1,1,0.139534884,0.113207547,0.395348837,0.471698113,FALSE
ATF5,ENSG00000169136.4,NM_001193646.1,19,F,50431958,50437192,q13.33,3.326184977,4.291863204,TRUE,30,2,11,33,2,18,0.013488491,1,0.50552003,0.050790723,1,1,0.046511628,0.037735849,0.255813953,0.339622642,FALSE
ATF6,ENSG00000118217.5,NM_007348.3,1,F,161736083,161933860,q23.3,2.803946248,2.462966993,TRUE,23,3,17,23,3,27,0.066401703,1,0.363010457,0.155211943,1,1,0.069767442,0.056603774,0.395348837,0.509433962,FALSE
ATG12,ENSG00000145782.8,NM_004707.3,5,R,115163892,115177555,q22.3,2.091685947,2.175041612,TRUE,28,6,9,29,7,17,0.420152812,1,0.321661818,0.568540471,1,1,0.139534884,0.132075472,0.209302326,0.320754717,FALSE
ATG4C,ENSG00000125703.10,NM_032852.3,1,F,63249805,63331184,p31.3,1.600106917,1.540322983,TRUE,30,2,11,33,2,18,0.755755414,1,0.50552003,0.842399429,1,1,0.046511628,0.037735849,0.255813953,0.339622642,FALSE
ATG9A,ENSG00000198925.6,NM_001077198.1,2,R,220074493,220094439,q35,3.366994399,3.44820592,TRUE,28,3,12,31,3,19,0.150613773,1,0.543118769,0.277552374,1,1,0.069767442,0.056603774,0.279069767,0.358490566,FALSE
ATG9B,ENSG00000181652.14,,7,R,150709296,150721586,q36.1,1.033297052,1.175794042,TRUE,26,1,16,18,3,32,0.94016903,0.764505562,0.04013014,0.964916993,1,1,0.023255814,0.056603774,0.372093023,0.603773585,FALSE
ATN1,ENSG00000111676.10,NM_001007026.1,12,F,7033625,7051484,p13.31,4.559753128,4.41906145,TRUE,27,8,8,23,9,21,0.675621368,1,0.044770849,0.784370479,1,1,0.186046512,0.169811321,0.186046512,0.396226415,FALSE
ATOX1,ENSG00000177556.7,NM_004045.3,5,R,151121876,151152093,q33.1,2.124818272,1.890598751,TRUE,25,2,16,25,1,27,0.267179394,0.853769034,0.254579068,0.413807272,1,1,0.046511628,0.018867925,0.372093023,0.509433962,FALSE
ATP10B,ENSG00000118322.8,,5,R,159990126,160279221,q34,0.134964586,0.190945421,FALSE,26,1,16,24,0,29,0.306461486,0.916148674,0.132642552,0.454591307,1,1,0.023255814,0,0.372093023,0.547169811,FALSE
ATP10D,ENSG00000145246.9,NM_020453.3,4,F,47487304,47595503,p12,1.517559234,1.420782174,TRUE,31,4,8,32,3,18,0.569371348,0.773501519,0.146252469,0.700150497,1,1,0.093023256,0.056603774,0.186046512,0.339622642,FALSE
ATP11C,ENSG00000101974.10,NM_173694.4,23,R,138808504,139027435,q27.1,2.104194939,2.015666804,TRUE,24,0,19,36,1,16,0.761348543,1,0.228688894,0.848136927,1,1,0,0.018867925,0.441860465,0.301886792,FALSE
ATP13A1,ENSG00000105726.12,,19,R,19756006,19774502,p13.11,3.081345755,3.73880271,TRUE,25,0,18,33,1,19,0.046321213,1,0.695830618,0.120667266,1,1,0,0.018867925,0.418604651,0.358490566,FALSE
ATP1A2,ENSG00000018625.10,NM_000702.3,1,F,160085548,160113381,q23.2,0.392312896,0.213891042,FALSE,20,2,21,25,2,26,0.296307633,1,1,0.444695168,1,1,0.046511628,0.037735849,0.488372093,0.490566038,FALSE
ATP1A4,ENSG00000132681.12,NM_144699.3,1,F,160121359,160156767,q23.2,0.066421483,0.014553909,FALSE,20,2,21,25,2,26,0.007895829,1,1,0.035200079,1,1,0.046511628,0.037735849,0.488372093,0.490566038,FALSE
ATP1B1,ENSG00000143153.8,,1,F,169074934,169101960,q24.2,3.673165768,5.12242204,TRUE,25,2,16,26,3,24,0.000312447,1,0.555348796,0.004044167,1,1,0.046511628,0.056603774,0.372093023,0.452830189,FALSE
ATP2A3,ENSG00000074370.13,NM_174953.2,17,R,3827168,3867736,p13.2,2.813646202,5.051501406,TRUE,29,7,7,29,9,15,0.002212513,1,0.250310908,0.014797005,1,1,0.162790698,0.169811321,0.162790698,0.283018868,FALSE
ATP2C1,ENSG00000017260.15,NM_001001485.2,3,F,130569438,130735556,q22.1,4.078081471,3.490012234,TRUE,21,1,21,24,0,29,0.000504544,0.916148674,0.712841535,0.005561966,1,1,0.023255814,0,0.488372093,0.547169811,FALSE
ATP4A,ENSG00000105675.4,NM_000704.2,19,R,36040944,36054560,q13.12,0.04753198,0.099086967,FALSE,28,3,12,35,2,16,0.755755414,0.809907168,0.98498918,0.842399429,1,1,0.069767442,0.037735849,0.279069767,0.301886792,FALSE
ATP5A1,ENSG00000152234.11,NM_001001937.1,18,R,43664109,43684300,q21.1,4.551497632,4.624770574,TRUE,20,12,11,28,12,13,0.739489651,0.722224563,1,0.83093779,1,1,0.279069767,0.226415094,0.255813953,0.245283019,FALSE
ATP5E,ENSG00000124172.5,NM_006886.3,20,R,57600521,57607437,q13.32,4.10376447,3.885293623,TRUE,28,0,15,24,1,28,0.316837879,1,0.120656429,0.46591501,1,1,0,0.018867925,0.348837209,0.528301887,FALSE
ATP5H,ENSG00000167863.7,NM_006356.2,17,R,73034957,73043080,q25.1,3.804106669,3.940605923,TRUE,24,2,17,28,1,24,0.610191879,0.853769034,0.719796728,0.73711325,1,1,0.046511628,0.018867925,0.395348837,0.452830189,FALSE
ATP5O,ENSG00000241837.2,NM_001697.2,21,R,35275756,35288284,q22.11,3.638156092,4.090302807,TRUE,29,0,14,33,1,19,0.060057447,1,0.903267603,0.144409586,1,1,0,0.018867925,0.325581395,0.358490566,FALSE
ATP6AP1,ENSG00000071553.12,NM_001183.4,23,F,153656977,153664862,q28,4.324953294,4.589579544,TRUE,23,2,18,35,1,17,0.216259707,0.853769034,0.436967126,0.357837503,1,1,0.046511628,0.018867925,0.418604651,0.320754717,FALSE
ATP6AP2,ENSG00000182220.9,NM_005765.2,23,F,40440145,40465889,p11.4,4.770980369,4.595742826,TRUE,28,1,14,30,1,22,0.659984119,1,0.490881216,0.772532626,1,1,0.023255814,0.018867925,0.325581395,0.41509434,FALSE
ATP6V0E1,ENSG00000113732.4,,5,F,172410759,172462448,q35.1,5.321514691,4.842794206,TRUE,30,0,13,23,1,29,0.012641396,1,0.027954727,0.04851308,1,1,0,0.018867925,0.302325581,0.547169811,FALSE
ATP6V0E2,ENSG00000171130.13,NM_001100592.1,7,F,149570056,149577784,q36.1,4.03219993,3.992712729,TRUE,26,1,16,19,2,32,0.598928642,1,0.04013014,0.725293742,1,1,0.023255814,0.037735849,0.372093023,0.603773585,FALSE
ATP6V1C2,ENSG00000143882.5,NM_001039362.1,2,F,10861774,10925236,p25.1,4.237965637,4.656856654,TRUE,27,2,14,28,3,22,0.060057447,1,0.490881216,0.144409586,1,1,0.046511628,0.056603774,0.325581395,0.41509434,FALSE
ATP6V1G2,ENSG00000213760.6,NM_130463.3,6,R,31512238,31516204,p21.33,1.011147072,1.641227183,TRUE,22,0,21,30,1,22,0.000283145,1,0.608924622,0.003767409,1,1,0,0.018867925,0.488372093,0.41509434,FALSE
ATP6V1G2-DDX39B,ENSG00000254870.1,,6,R,31497995,31514385,p21.33,6.032489368,6.684676888,TRUE,22,0,21,30,1,22,0.004798777,1,0.608924622,0.024817065,1,1,0,0.018867925,0.488372093,0.41509434,FALSE
ATP7A,ENSG00000165240.13,NM_000052.5,23,F,77166193,77305892,q21.1,1.948169797,1.251293881,TRUE,28,0,15,32,1,20,2.53E-05,1,0.939807701,0.000831323,1,1,0,0.018867925,0.348837209,0.377358491,FALSE
ATP8B1,ENSG00000081923.6,,18,R,55313657,55470333,q21.31,2.66166804,2.373155481,TRUE,20,13,10,25,18,10,0.214859428,0.865661608,0.784281171,0.355737064,1,1,0.302325581,0.339622642,0.23255814,0.188679245,FALSE
ATP9A,ENSG00000054793.9,,20,R,50213052,50385173,q13.2,3.47342544,3.771897986,TRUE,28,0,15,24,1,28,0.550791849,1,0.120656429,0.687316346,1,1,0,0.018867925,0.348837209,0.528301887,FALSE
ATPAF1,ENSG00000123472.8,NM_001042546.2,1,R,47098408,47139539,p33,2.574309862,2.809887844,TRUE,29,2,12,36,2,15,0.144471537,1,1,0.269548924,1,1,0.046511628,0.037735849,0.279069767,0.283018868,FALSE
ATPIF1,ENSG00000130770.13,NM_016311.4,1,F,28562619,28573417,p35.3,4.289562665,4.71650552,TRUE,26,6,11,28,8,17,0.286376221,1,0.638098146,0.43431216,1,1,0.139534884,0.150943396,0.255813953,0.320754717,FALSE
ATRX,ENSG00000085224.16,,23,R,76760355,77041702,q21.1,3.219412551,2.855732543,TRUE,28,0,15,32,1,20,0.214859428,1,0.939807701,0.355737064,1,1,0,0.018867925,0.348837209,0.377358491,FALSE
ATXN7L1,ENSG00000146776.10,NM_152749.3,7,R,105245513,105517050,q22.3,1.189047928,1.245087511,TRUE,30,0,13,24,1,28,0.889134372,1,0.043549705,0.93107098,1,1,0,0.018867925,0.302325581,0.528301887,FALSE
AUH,ENSG00000148090.7,,9,R,93976096,94124195,q22.31,2.636824459,2.356983334,TRUE,24,3,16,29,2,22,0.306461486,0.809907168,0.826970473,0.454591307,1,1,0.069767442,0.037735849,0.372093023,0.41509434,FALSE
AUNIP,ENSG00000127423.6,NM_024037.1,1,R,26158413,26185903,p36.11,1.541501429,1.685974892,TRUE,29,5,9,31,8,14,0.70730387,0.846416099,0.69973255,0.80794085,1,1,0.11627907,0.150943396,0.209302326,0.264150943,FALSE
AURKC,ENSG00000105146.8,NM_001015878.1,19,F,57742376,57746916,q13.43,0.3970941,0.877512244,TRUE,31,0,12,36,1,16,0.004443189,1,0.98498918,0.023463937,1,1,0,0.018867925,0.279069767,0.301886792,FALSE
AVEN,ENSG00000169857.3,NM_020371.2,15,R,34158427,34331377,q14,1.945843566,1.889191288,TRUE,33,2,8,34,4,15,0.957244394,0.873685616,0.386198919,0.975548424,1,1,0.046511628,0.075471698,0.186046512,0.283018868,FALSE
AVPI1,ENSG00000119986.6,NM_021732.2,10,R,99437180,99447080,q24.2,1.48853136,1.217870482,TRUE,26,10,7,28,10,15,0.220315974,0.784281171,0.250310908,0.364422502,1,1,0.23255814,0.188679245,0.162790698,0.283018868,FALSE
AVPR2,ENSG00000126895.9,NM_000054.4,23,F,153167984,153172620,q28,0.297877855,0.382137356,FALSE,23,2,18,34,1,18,0.338257629,0.853769034,0.559945753,0.487651758,1,1,0.046511628,0.018867925,0.418604651,0.339622642,FALSE
AZGP1,ENSG00000160862.8,NM_001185.3,7,R,99564342,99573780,q22.1,3.710799246,4.505725219,TRUE,27,1,15,23,0,30,0.407803616,0.916148674,0.0554864,0.556499993,1,1,0.023255814,0,0.348837209,0.566037736,FALSE
AZI1,ENSG00000141577.9,NM_014984.2,17,R,79163392,79196799,q25.3,2.261401741,3.252043168,TRUE,24,1,18,30,0,23,0.000100452,0.916148674,1,0.001968385,1,1,0.023255814,0,0.418604651,0.433962264,FALSE
B3GALNT2,ENSG00000162885.8,NM_001277155.1,1,R,235613237,235667781,q42.3,1.764903901,1.503764155,TRUE,23,5,15,22,8,23,0.199142334,0.846416099,0.523292119,0.337196866,1,1,0.11627907,0.150943396,0.348837209,0.433962264,FALSE
B3GALT1,ENSG00000172318.4,NM_020981.3,2,F,168675181,168730551,q24.3,0.157653573,0.364884906,FALSE,31,2,10,32,3,18,0.041604037,1,0.356578261,0.111950221,1,1,0.046511628,0.056603774,0.23255814,0.339622642,FALSE
B3GALT2,ENSG00000162630.5,NM_003783.3,1,R,193148174,193155784,q31.2,0.872463935,1.88542497,TRUE,22,2,19,20,3,30,0.003823517,1,0.314876475,0.021290624,1,1,0.046511628,0.056603774,0.441860465,0.566037736,FALSE
B3GALT5,ENSG00000183778.13,NM_033171.2,21,F,40928368,41045064,q22.2,0.341972378,1.426413251,TRUE,28,6,9,33,5,14,0.000231896,0.712004857,0.69973255,0.003355346,1,1,0.139534884,0.094339623,0.209302326,0.264150943,FALSE
B3GALT6,ENSG00000176022.3,NM_080605.3,1,F,1167628,1170421,p36.33,2.628814064,2.594252897,TRUE,31,1,11,30,3,20,0.70730387,0.764505562,0.295083201,0.80794085,1,1,0.023255814,0.056603774,0.255813953,0.377358491,FALSE
